,Similarity,Mutations,Mutation_Freq,Transitions,Transversions,TT_ratio,Gaps,Insertions,Deletions,CDS_Similarity,CDS_Mutations,CDS_Mutation_Freq,CDS_Transitions,CDS_Transversions,CDS_TT_ratio,CDS_Gaps,CDS_Insertions,CDS_Deletions,nonCDS_Similarity,nonCDS_Mutations,nonCDS_Mutation_Freq,nonCDS_Transitions,nonCDS_Transversions,nonCDS_TT_ratio,nonCDS_Gaps,nonCDS_Insertions,nonCDS_Deletions
11/14/2020_24,0.9951524471783899,145,0.004847552821610056,20,4,5.0,121,121,0,0.9992104901826171,23,0.0007895098173829466,19,4,4.75,0,0,0,0.8435897435897436,122,0.1564102564102564,1,0,0,121,121,0
12/1/2020_25,0.9979606846750468,61,0.002039315324953196,16,7,2.2857142857142856,38,38,0,0.9992448166964163,22,0.000755183303583688,15,7,2.142857142857143,0,0,0,0.95,39,0.05,1,0,0,38,38,0
12/22/2020_26,0.9993313720246055,20,0.0006686279753944905,16,4,4.0,0,0,0,0.9994164492654126,17,0.0005835507345873953,14,3,4.666666666666667,0,0,0,0.9961538461538462,3,0.0038461538461538464,2,1,2.0,0,0,0
1/9/2021_27,0.9970246055094946,89,0.0029753944905054827,17,3,5.666666666666667,69,69,0,0.9993821227516133,18,0.0006178772483866539,16,2,8.0,0,0,0,0.908974358974359,71,0.09102564102564102,1,1,1.0,69,69,0
1/9/2021_28,0.996121957742712,116,0.003878042257288045,17,4,4.25,95,95,0,0.9993134697240148,20,0.000686530275985171,16,4,4.0,0,0,0,0.8769230769230769,96,0.12307692307692308,1,0,0,95,95,0
2/13/2021_29,0.9963894089328698,108,0.0036105910671302486,16,7,2.2857142857142856,85,85,0,0.9993134697240148,20,0.000686530275985171,15,5,3.0,0,0,0,0.8871794871794871,88,0.11282051282051282,1,2,0.5,85,85,0
2/26/2021_30,0.9972251939021128,83,0.002774806097887136,21,13,1.6153846153846154,49,49,0,0.9982493477962379,51,0.0017506522037621858,20,13,1.5384615384615385,18,18,0,0.958974358974359,32,0.041025641025641026,1,0,0,31,31,0
3/9/2021_31,0.9983952928590533,48,0.0016047071409467772,19,6,3.1666666666666665,23,23,0,0.9991761636688178,24,0.0008238363311822051,18,6,3.0,0,0,0,0.9692307692307692,24,0.03076923076923077,1,0,0,23,23,0
3/18/2021_32,0.9981612730676651,55,0.0018387269323348488,22,14,1.5714285714285714,19,19,0,0.9981806947686392,53,0.001819305231360703,21,14,1.5,18,18,0,0.9974358974358974,2,0.002564102564102564,1,0,0,1,1,0
4/2/2021_33,0.9950855843808505,147,0.004914415619149505,18,8,2.25,121,121,0,0.9992104901826171,23,0.0007895098173829466,17,6,2.8333333333333335,0,0,0,0.841025641025641,124,0.15897435897435896,1,2,0.5,121,121,0
4/27/2021_34,0.9983618614602835,49,0.0016381385397165017,25,11,2.272727272727273,13,13,0,0.9984896333928326,44,0.001510366607167376,23,9,2.5555555555555554,12,12,0,0.9935897435897436,5,0.00641025641025641,2,2,1.0,1,1,0
5/6/2021_35,0.998060978871356,58,0.0019390211286440225,25,14,1.7857142857142858,19,19,0,0.9981120417410407,55,0.00188795825895922,24,13,1.8461538461538463,18,18,0,0.9961538461538462,3,0.0038461538461538464,1,1,1.0,1,1,0
5/17/2021_36,0.9983618614602835,49,0.0016381385397165017,25,11,2.272727272727273,13,13,0,0.9985239599066319,43,0.0014760400933681176,22,9,2.4444444444444446,12,12,0,0.9923076923076923,6,0.007692307692307693,3,2,1.5,1,1,0
6/9/2021_37,0.9982281358652046,53,0.0017718641347953998,22,12,1.8333333333333333,19,19,0,0.9982836743100371,50,0.0017163256899629274,20,12,1.6666666666666667,18,18,0,0.9961538461538462,3,0.0038461538461538464,2,0,0,1,1,0
6/17/2021_38,0.9937817598288312,186,0.006218240171168761,29,17,1.7058823529411764,140,140,0,0.997871756144446,62,0.00212824385555403,27,17,1.588235294117647,18,18,0,0.841025641025641,124,0.15897435897435896,2,0,0,122,122,0
7/4/2021_39,0.9982949986627441,51,0.0017050013372559509,25,13,1.9230769230769231,13,13,0,0.9984209803652341,46,0.0015790196347658931,23,11,2.090909090909091,12,12,0,0.9935897435897436,5,0.00641025641025641,2,2,1.0,1,1,0
7/31/2021_40,0.9968908799144156,93,0.0031091200855843807,26,13,2.0,54,54,0,0.9983866538514349,47,0.0016133461485651518,24,11,2.1818181818181817,12,12,0,0.941025641025641,46,0.05897435897435897,2,2,1.0,42,42,0
8/12/2021_41,0.9966568601230276,100,0.0033431398769724527,24,15,1.6,61,61,0,0.9985926129342304,41,0.0014073870657696004,22,13,1.6923076923076923,6,6,0,0.9243589743589744,59,0.07564102564102564,2,2,1.0,55,55,0
8/27/2021_42,0.9953196041722385,140,0.004680395827761434,26,11,2.3636363636363638,103,103,0,0.9984553068790334,45,0.0015446931209666347,24,9,2.6666666666666665,12,12,0,0.8782051282051282,95,0.12179487179487179,2,2,1.0,91,91,0
9/2/2021_43,0.9957207809574753,128,0.004279219042524739,23,14,1.6428571428571428,91,91,0,0.9984553068790334,45,0.0015446931209666347,21,12,1.75,12,12,0,0.8935897435897436,83,0.1064102564102564,2,2,1.0,79,79,0
9/20/2021_44,0.9959882321476331,120,0.004011767852366943,28,12,2.3333333333333335,80,80,0,0.9983523273376356,48,0.0016476726623644103,26,10,2.6,12,12,0,0.9076923076923077,72,0.09230769230769231,2,2,1.0,68,68,0
10/2/2021_45,0.9958879379513239,123,0.004112062048676117,29,14,2.0714285714285716,80,80,0,0.9982150212824386,52,0.0017849787175614445,27,13,2.076923076923077,12,12,0,0.908974358974359,71,0.09102564102564102,2,1,2.0,68,68,0
10/4/2021_46,0.9978269590799679,65,0.002173040920032094,39,13,3.0,13,13,0,0.9979404091720445,60,0.0020595908279555128,37,11,3.3636363636363638,12,12,0,0.9935897435897436,5,0.00641025641025641,2,2,1.0,1,1,0
11/3/2021_47,0.9977600962824285,67,0.002239903717571543,31,18,1.7222222222222223,18,18,0,0.9980777152272415,56,0.0019222847727584787,29,15,1.9333333333333333,12,12,0,0.985897435897436,11,0.014102564102564103,2,3,0.6666666666666666,6,6,0
11/20/2021_48,0.9971917625033432,84,0.00280823749665686,21,20,1.05,43,43,0,0.9983180008238364,49,0.0016819991761636687,19,18,1.0555555555555556,12,12,0,0.9551282051282052,35,0.04487179487179487,2,2,1.0,31,31,0
12/1/2021_49,0.9938820540251404,183,0.0061179459748595885,31,13,2.3846153846153846,139,139,0,0.9982150212824386,52,0.0017849787175614445,29,11,2.6363636363636362,12,12,0,0.8320512820512821,131,0.16794871794871793,2,2,1.0,127,127,0
12/20/2021_50,0.993815191227601,185,0.006184808772399037,30,16,1.875,139,139,0,0.99814636825484,54,0.0018536317451599616,28,14,2.0,12,12,0,0.8320512820512821,131,0.16794871794871793,2,2,1.0,127,127,0
